,search_string,8_digit_kvk,12_digit_kvk,vesting_nr,status_of_company,headquarters,website,main_company_name,bestaande_handelsnamen,statutaire_naam,second_page_company_name,street,housenumber,housenumber_extension,postcode,city,extra_infomation
2355,1000AZ,34197410	,341974100000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting DMPL III Holding,No Value,No Value,Stichting DMPL III Holding,Prins Bernhardplein,200,,1097JB,Amsterdam,"34197410 812636351. Financiële holdings. Stichting DMPL III Holding.  Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
2356,1000AK,55651488	,556514880000	,000025282964	,No Value,True,No Value,B.V. Firmanten Dynamogracht,B.V. Firmanten Dynamogracht,B.V. Firmanten Dynamogracht,B.V. Firmanten Dynamogracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Dynamogracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
2357,1000CA,17192479	,171924790000	,No Value	,No Value,True,No Value,Taler Investment Consulting B.V.,No Value,No Value,Taler Investment Consulting B.V.,Rietlandpark,301,,1019DW,Amsterdam,"17192479 815996007. Taler Investment Consulting BV. Taler Investment  Consulting BV. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA. <b>...</b>  "
2358,1000CH,51335980	,513359800000	,000021383359	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,VPA B.V.,VPA B.V.,No Value,VPA B.V.,Bergweg,14,,1261XX,Blaricum,"VPA BV. Boekhoudkantoren. VPA BV. Postbus 2317, <b>1000CH</b>, Amsterdam,  Nederland 1000 CH. Bergweg 14, 1261XX, Blaricum, Nederland 1261 XX <b>...</b>  "
2359,1000CG,34285761	,342857610000	,No Value	,No Value,True,No Value,Stichting Beheer Derdengelden Fiditon,No Value,No Value,Stichting Beheer Derdengelden Fiditon,Naritaweg,199,-207,1043CB,AMSTERDAM,"<b>...</b> Stichting Beheer Derdengelden Fiditon. Stichting Beheer Derdengelden Fiditon.  Postbus 2290, <b>1000CG</b>, Amsterdam, Nederland 1000 CG. <b>...</b>  "
2360,1000AS,58725377	,587253770000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Houtrijkstraat 80-140 en 213-291,No Value,No Value,Vereniging van Eigenaars Houtrijkstraat 80-140 en 213-291,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Houtrijkstraat 80-140 en 213-291&quot;. Postbus  738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Hoogte <b>...</b>  "
2361,1000BV,33231073	,332310730000	,000013701517	,No Value,True,No Value,ING Groep N.V.,ING Groep N.V.,ING Groep N.V.,ING Groep N.V.,Bijlmerplein,888,,1102MG,Amsterdam,"<b>...</b> ING Groep NV. Postbus 1800, <b>1000BV</b>, Amsterdam, Nederland 1000 BV.  Bijlmerplein 888, 1102MG, Amsterdam, Nederland 1102 MG. <b>...</b>  "
2362,1000AZ,54555132	,545551320000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Ypso 2,No Value,No Value,Stichting Ypso 2,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Stichting Ypso 2. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. Prins  Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2363,1000BA,57410658	,574106580000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Administratiekantoor plc2stay.com,No Value,No Value,Stichting Administratiekantoor plc2stay.com,Herengracht,611,1A,1017CE,Amsterdam,"<b>...</b> obligaties. Stichting Administratiekantoor plc2stay.com. Postbus 1031,  <b>1000BA</b>, Amsterdam, Nederland 1000 BA. Herengracht <b>...</b>  "
2364,1000AK,33142802	,331428020000	,000018902464	,No Value,True,No Value,C.V. Scheepvaartonderneming Looiersgracht,C.V. Scheepvaartonderneming Looiersgracht,No Value,C.V. Scheepvaartonderneming Looiersgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Looiersgracht. CV Scheepvaartonderneming  Looiersgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2365,1000CA,33283601	,332836010000	,No Value	,No Value,True,No Value,Art Hotel Dulac B.V.,No Value,No Value,Art Hotel Dulac B.V.,Rietlandpark,301,,1019DW,Amsterdam,"<b>...</b> Art Hotel Dulac BV. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA.  Rietlandpark 301, 1019DW, Amsterdam, Nederland 1019 DW. <b>...</b>  "
2366,1000CH,33273640	,332736400000	,000017152658	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,MJW Consultancy B.V.,MJW Consultancy B.V.,No Value,MJW Consultancy B.V.,Veemkade,1174,,1019BZ,Amsterdam,"<b>...</b> MJW Consultancy BV. Postbus 2340, <b>1000CH</b>, Amsterdam, Nederland 1000  CH. Veemkade 1174, 1019BZ, Amsterdam, Nederland 1019 BZ. <b>...</b>  "
2367,1000CG,64436306	,644363060000	,000033261156	,No Value,True,No Value,Zoom.in Concepts B.V.,Zoom.in Concepts B.V.,Zoom.in Concepts B.V.,Zoom.in Concepts B.V.,Hoogte Kadijk,143,F 20,1018BH,Amsterdam,"<b>...</b> Zoom.in Concepts BV. Postbus 2274, <b>1000CG</b>, Amsterdam, Nederland 1000  CG. Hoogte Kadijk 143 F 20, 1018BH, Amsterdam, Nederland 1018 BH <b>...</b>  "
2368,1000AS,61735337	,617353370000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Veelaan 34-39,No Value,No Value,Vereniging van Eigenaars Veelaan 34-39,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Veelaan 34-39&quot;. Vereniging van Eigenaars &quot;Veelaan  34-39&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2369,1000AS,50884964	,508849640000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Uiterwaardenstraat 12-88 en Gaasperstraat 57-83 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Uiterwaardenstraat 12-88 en Gaasperstraat 57-83 te Amsterdam,Jacob Bontiusplaats,9,,1018LL,Amsterdam,"<b>...</b> Vereniging van Eigenaars Uiterwaardenstraat 12-88 en Gaasperstraat  57-83 te Amsterdam. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 <b>...</b>  "
2370,1000AZ,34197019	,341970190000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Globaldrive Dealer Floorplan,No Value,No Value,Stichting Globaldrive Dealer Floorplan,Prins Bernhardplein,200,,1097JB,Amsterdam,"34197019 813069993. Financiële holdings. Stichting Globaldrive Dealer  Floorplan. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
2371,1000BA,34288940	,342889400000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,TeleTessa B.V.,No Value,No Value,TeleTessa B.V.,P Cornelisz Hooftstr,5,,1071BL,Amsterdam,"TeleTessa BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. P  Cornelisz Hooftstr 5, 1071BL, Amsterdam, Nederland 1071 BL. <b>...</b>  "
2372,1000AK,55650430	,556504300000	,000025281976	,No Value,True,No Value,B.V. Firmanten Donaugracht,B.V. Firmanten Donaugracht,B.V. Firmanten Donaugracht,B.V. Firmanten Donaugracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Donaugracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
2373,1000CA,57632472	,576324720000	,No Value	,No Value,True,No Value,Carpatic Cleaning B.V.,No Value,No Value,Carpatic Cleaning B.V.,Rietlandpark,301,,1019DW,Amsterdam,"<b>...</b> Carpatic Cleaning BV. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000  CA. Rietlandpark 301, 1019DW, Amsterdam, Nederland 1019 DW. <b>...</b>  "
2374,1000CG,33247414	,332474140000	,000003054047	,No Value,True,www.moneyview.nl.,MoneyView Nederland (Holding) N.V.,MoneyView Nederland (Holding) N.V.,MoneyView Nederland (Holding) N.V.,MoneyView Nederland (Holding) N.V.,Hoogte Kadijk,143,F20,1018BH,Amsterdam,"<b>...</b> www.moneyview.nl. Postbus 2274, <b>1000CG</b>, Amsterdam, Nederland 1000  CG. Hoogte Kadijk 143 F20, 1018BH, Amsterdam, Nederland 1018 BH. <b>...</b>  "
2375,1000AS,56606915	,566069150000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Laagte Kadijk 20-21,No Value,No Value,Vereniging van Eigenaars Laagte Kadijk 20-21,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VvE Laagte Kadijk 20-21. Vereniging van Eigenaars &quot;Laagte Kadijk 20-21&quot;.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2376,1000AK,55700799	,557007990000	,000025326473	,No Value,True,No Value,V.O.F. Happy Dragon,V.O.F. Happy Dragon,No Value,V.O.F. Happy Dragon,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> VOF Happy Dragon. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK.  Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
2377,1000AZ,34318481	,343184810000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Holding AEGON Covered Bond Company,No Value,No Value,Stichting Holding AEGON Covered Bond Company,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> obligaties. Stichting Holding AEGON Covered Bond Company. Postbus  990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. Prins <b>...</b>  "
2378,1000CA,34174089	,341740890000	,000010748997	,No Value,True,www.immigrate.nl.,"J.B. Bierbach, advocaat","J.B. Bierbach, advocaat | Jeremy B. Bierbach",No Value,"J.B. Bierbach, advocaat",Panamalaan,4,C,1019AZ,Amsterdam,"<b>...</b> www.immigrate.nl. Postbus 2032, <b>1000CA</b>, Amsterdam, Nederland 1000 CA.  Panamalaan 4 C, 1019AZ, Amsterdam, Nederland 1019 AZ. Advocaat. <b>...</b>  "
2379,1000CG,34236307	,342363070000	,000016950526	,No Value,True,www.sparck.com.,Sparck Hypotheken B.V.,Sparck Hypotheken B.V.,Sparck Hypotheken B.V.,Sparck Hypotheken B.V.,Naritaweg,199,-207,1043CB,AMSTERDAM,"<b>...</b> www.sparck.com. Postbus 2290, <b>1000CG</b>, Amsterdam, Nederland 1000 CG.  Naritaweg 199 -207, 1043CB, AMSTERDAM, Nederland 1043 CB. <b>...</b>  "
2380,1000AS,69760799	,697607990000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Bilderdijkstraat 156 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Bilderdijkstraat 156 te Amsterdam,Sarphatistraat,370,,1018GW,Amsterdam,"<b>...</b> VvE Bilderdijkstraat 156. Vereniging van Eigenaars Bilderdijkstraat 156 te  Amsterdam. Postbus 700, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2381,1000AK,33145131	,331451310000	,000016700732	,No Value,True,No Value,C.V. Scheepvaartonderneming Raamgracht,C.V. Scheepvaartonderneming Raamgracht,No Value,C.V. Scheepvaartonderneming Raamgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Raamgracht. CV Scheepvaartonderneming  Raamgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2382,1000AZ,34245119	,342451190000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Euro-Galaxy CLO B.V.,No Value,No Value,Euro-Galaxy CLO B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"Euro-Galaxy CLO BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2383,1000BA,34348116	,343481160000	,000008234108	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,www.rojoparket.nl.,BW Parket,BW Parket | Rojo Parket,No Value,BW Parket,Amstelveenseweg,227,2,1076CN,Amsterdam,"<b>...</b> www.rojoparket.nl. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA.  Amstelveenseweg 227 2, 1076CN, Amsterdam, Nederland 1076 CN. <b>...</b>  "
2384,1000CA,63447002	,634470020000	,000032362552	,No Value,True,No Value,General Media Benelux B.V.,General Media Benelux B.V. | GMBX,General Media Benelux B.V.,General Media Benelux B.V.,Zekeringstraat,17,A,1014BM,Amsterdam,"<b>...</b> General Media Benelux BV. General Media Benelux BV. Postbus 2024,  <b>1000CA</b>, Amsterdam, Nederland 1000 CA. Zekeringstraat <b>...</b>  "
2385,1000CG,61917753	,619177530000	,No Value	,No Value,True,www.corpolitie.nl.,Centrale Ondernemingsraad Nationale Politie,No Value,No Value,Centrale Ondernemingsraad Nationale Politie,Elandsgracht,117,,1016TT,Amsterdam,"<b>...</b> www.corpolitie.nl. Postbus 2287, <b>1000CG</b>, Amsterdam, Nederland 1000 CG.  Elandsgracht 117, 1016TT, Amsterdam, Nederland 1016 TT. <b>...</b>  "
2386,1000AS,67844405	,678444050000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars blok Amstelkade 106 tot en met 108 Maasstraat 2 en 6 tot en met 16 en Churchilllaan 134 tot en met 136 te Amsterdam,No Value,No Value,Vereniging van Eigenaars blok Amstelkade 106 tot en met 108 Maasstraat 2 en 6 tot en met 16 en Churchilllaan 134 tot en met 136 te Amsterdam,Jacob Bontiusplaats,9,,1018LL,Amsterdam,"<b>...</b> Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Jacob Bontiusplaats  9, 1018LL, Amsterdam, Nederland 1018 LL. Belangenbehartiging. <b>...</b>  "
2387,1000CK,63707330	,637073300000	,000032595026	,No Value,True,No Value,PeBoo B.V.,PeBoo B.V.,PeBoo B.V.,PeBoo B.V.,Wagenaarstraat,340,,1093CZ,Amsterdam,"<b>...</b> PeBoo BV. PeBoo BV. Postbus 2404, <b>1000CK</b>, Amsterdam, Nederland 1000  CK. Wagenaarstraat 340, 1093CZ, Amsterdam, Nederland 1093 CZ. <b>...</b>  "
2388,1000AK,33187552	,331875520000	,000020184263	,No Value,True,No Value,B.V. Beheer Maatschappij Paulusgracht,B.V. Beheer Maatschappij Paulusgracht,B.V. Beheer Maatschappij Paulusgracht,B.V. Beheer Maatschappij Paulusgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheer Maatschappij Paulusgracht. BV Beheer Maatschappij Paulusgracht.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2389,1000AZ,34112372	,341123720000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Orlando VIII,No Value,No Value,Stichting Orlando VIII,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Stichting Orlando VIII. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2390,1000CA,58564071	,585640710000	,000027815145	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,www.pcibv.com.,Professional Consultancy International,Professional Consultancy International,No Value,Professional Consultancy International,Prinsenlaan,2,,3732GN,De Bilt,"<b>...</b> www.pcibv.com. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA.  Prinsenlaan 2, 3732GN, De Bilt, Nederland 3732 GN. <b>...</b>  "
2391,1000AS,52101797	,521017970000	,No Value	,No Value,True,No Value,Vereniging van eigenaars gebouw Zonnebloemlaan 5-39 (oneven nummers) te Beverwijk,No Value,No Value,Vereniging van eigenaars gebouw Zonnebloemlaan 5-39 (oneven nummers) te Beverwijk,Rijksweg,347,,1991AB,Velserbroek,"<b>...</b> Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Rijksweg 347, 1991AB,  Velserbroek, Nederland 1991 AB. Belangenbehartiging. <b>...</b>  "
2392,1000CK,63712822	,637128220000	,000009439676	,No Value,True,No Value,Amstel Vote B.V.,Amstel Vote B.V. | bijboom | huureenstemkastje.nl | Het Quizkantoor | Het Netwerkgilde,Amstel Vote B.V.,Amstel Vote B.V.,Wagenaarstraat,340,,1093CZ,Amsterdam,"<b>...</b> Amstel Vote BV. Postbus 2404, <b>1000CK</b>, AMSTERDAM, Nederland 1000 CK.  Wagenaarstraat 340, 1093CZ, Amsterdam, Nederland 1093 CZ. <b>...</b>  "
2393,1000CE,62868233	,628682330000	,000031839266	,No Value,True,No Value,SCB Real Estate B.V.,SCB Real Estate B.V.,SCB Real Estate B.V.,SCB Real Estate B.V.,Vogt,21,,6422RK,Heerlen,"<b>...</b> SCB Real Estate BV. Postbus 22231, <b>1000CE</b>, Amsterdam, Nederland 1000  CE. Vogt 21, 6422RK, Heerlen, Nederland 6422 RK. <b>...</b>  "
2394,1000AK,55650104	,556501040000	,000025281690	,No Value,True,No Value,B.V. Firmanten Happy Sky,B.V. Firmanten Happy Sky,B.V. Firmanten Happy Sky,B.V. Firmanten Happy Sky,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Happy Sky. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000  AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
2395,1000AZ,34197066	,341970660000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Atomium Mortgage Finance 2003-I,No Value,No Value,Stichting Atomium Mortgage Finance 2003-I,Prins Bernhardplein,200,,1097JB,Amsterdam,"34197066 812948099. Financiële holdings. Stichting Atomium Mortgage  Finance 2003-I. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
2396,1000BA,34277848	,342778480000	,000005713471	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Pwaaidorp B.V.,Pwaaidorp B.V. | Praq Waaidorp,No Value,Pwaaidorp B.V.,IJdijk,8,,1095KM,Amsterdam,"<b>...</b> Financiële holdings. Pwaaidorp BV. Postbus 1031, <b>1000BA</b>, Amsterdam,  Nederland 1000 BA. IJdijk 8, 1095KM, Amsterdam, Nederland 1095 KM. <b>...</b>  "
2397,1000AS,60572051	,605720510000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars woningen Haarlemmer Houttuinen 491-545 e.o,No Value,No Value,Vereniging van Eigenaars woningen Haarlemmer Houttuinen 491-545 e.o,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars woningen Haarlemmer Houttuinen 491-545 eo.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2398,1000CA,57389284	,573892840000	,000026839385	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,MRB Koerier,MRB Koerier,No Value,MRB Koerier,Overschiestraat,184,,1062XK,Amsterdam,"MRB Koerier. Koeriers. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000  CA. Overschiestraat 184, 1062XK, Amsterdam, Nederland 1062 XK. <b>...</b>  "
2399,1000CK,63544261	,635442610000	,000032450745	,No Value,True,www.delilahbenelux.com.,Delilah Benelux B.V.,Delilah Benelux B.V.,Delilah Benelux B.V.,Delilah Benelux B.V.,Leliegracht,50,D,1015DH,Amsterdam,"<b>...</b> www.delilahbenelux.com. Postbus 2423, <b>1000CK</b>, Amsterdam, Nederland  1000 CK. Leliegracht 50 D, 1015DH, Amsterdam, Nederland 1015 DH. <b>...</b>  "
2400,1000AK,34303718	,343037180000	,000022101047	,No Value,True,www.e-nemo.nl.,NEMO Techniek,NEMO Techniek,Stichting Collectie Energetica,NEMO Techniek,Oosterdok,2,,1011VX,Amsterdam,"<b>...</b> www.e-nemo.nl. Postbus 421, <b>1000AK</b>, Amsterdam, Nederland 1000 AK.  Oosterdok 2, 1011VX, Amsterdam, Nederland 1011 VX. <b>...</b>  "
2401,1000AZ,33306890	,333068900000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Orlando IV,No Value,No Value,Stichting Orlando IV,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Stichting Orlando IV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ.  Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2402,1000AS,64054659	,640546590000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Hasselaerhof Gebouw B1 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Hasselaerhof Gebouw B1 te Amsterdam,Sarphatistraat,370,,1018GW,Amsterdam,"<b>...</b> Vereniging van Eigenaars Hasselaerhof Gebouw B1 te Amsterdam.  Postbus 700, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2403,1000CA,34227829	,342278290000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,BUP B.V.,No Value,No Value,BUP B.V.,De Ruijterkade,142,,1011AC,Amsterdam,"BUP BV. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA. De  Ruijterkade 142, 1011AC, Amsterdam, Nederland 1011 AC. <b>...</b>  "
2404,1000CK,66340489	,663404890000	,No Value	,No Value,True,No Value,Vereniging Van Eigenaars Marnixstraat 214 tot en met 220 (Blok 1) te Amsterdam,No Value,No Value,Vereniging Van Eigenaars Marnixstraat 214 tot en met 220 (Blok 1) te Amsterdam,Jollemanhof,8,,1019GW,Amsterdam,"<b>...</b> Vereniging Van Eigenaars Marnixstraat 214 tot en met 220 (Blok 1) te  Amsterdam. Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. <b>...</b>  "
2405,1000AK,55706576	,557065760000	,000025331701	,No Value,True,No Value,V.O.F. Stadiongracht,V.O.F. Stadiongracht,No Value,V.O.F. Stadiongracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> VOF Stadiongracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK.  Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
2406,1000AZ,34146765	,341467650000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Nidaros,No Value,No Value,Stichting Nidaros,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Stichting Nidaros. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ.  Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2407,1000AS,34352521	,343525210000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Pieter Vlamingstraat 16-22/Mauritskade 99-100,No Value,No Value,Vereniging van Eigenaars Pieter Vlamingstraat 16-22/Mauritskade 99-100,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Pieter Vlamingstraat 16-22/Mauritskade 99-100&quot;.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2408,1000AZ,34347213	,343472130000	,000016929357	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Amobee B.V.,Amobee B.V.,No Value,Amobee B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Amobee BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. Prins  Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2409,1000CA,63262541	,632625410000	,000032196881	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Advies & Interim Nederland,Advies & Interim Nederland,No Value,Advies & Interim Nederland,Moleneind,25,b,1241NG,Kortenhoef,"Advies &amp; Interim Nederland. Overige specialistische zakelijke dienstverlening.  Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA. <b>...</b>  "
2410,1000CK,55828396	,558283960000	,No Value	,No Value,True,No Value,"Vereniging van Eigenaars Laan van Spartaan Noordstrook Vlek C, parkeergarage te Amsterdam",No Value,No Value,"Vereniging van Eigenaars Laan van Spartaan Noordstrook Vlek C, parkeergarage te Amsterdam",Jollemanhof,8,,1019GW,Amsterdam,"<b>...</b> Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. Jollemanhof 8,  1019GW, Amsterdam, Nederland 1019 GW. Belangenbehartiging. <b>...</b>  "
2411,1000AK,62135333	,621353330000	,000031173373	,No Value,True,No Value,B.V. Firmanten Happy Sky Scheepsbelang,B.V. Firmanten Happy Sky Scheepsbelang,B.V. Firmanten Happy Sky Scheepsbelang,B.V. Firmanten Happy Sky Scheepsbelang,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Happy Sky Scheepsbelang. BV Firmanten Happy Sky  Scheepsbelang. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2412,1000AZ,60078448	,600784480000	,000029308860	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Ironmonger Holdings B.V.,Ironmonger Holdings B.V.,No Value,Ironmonger Holdings B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"Ironmonger Holdings BV. Financiële holdings. Ironmonger Holdings BV.  Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
2413,1000AS,55934838	,559348380000	,No Value	,No Value,True,No Value,V.v.E. Le Maire,No Value,No Value,V.v.E. Le Maire,Jacob Bontiusplaats,9,,1018LL,Amsterdam,"<b>...</b> VvE &quot;Le Maire&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Jacob  Bontiusplaats 9, 1018LL, Amsterdam, Nederland 1018 LL. <b>...</b>  "
2414,1000AZ,18043069	,180430690000	,000020346077	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Istrian Experience B.V.,Istrian Experience B.V.,No Value,Istrian Experience B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Istrian Experience BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2415,1000CA,61565474	,615654740000	,000030658160	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Den Media B.V.,Den Media B.V.,No Value,Den Media B.V.,Fahrenheitstraat,512,A,2561DH,'s-Gravenhage,"<b>...</b> Den Media BV. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA.  Fahrenheitstraat 512 A, 2561DH, &#39;s-Gravenhage, Nederland 2561 DH. <b>...</b>  "
2416,1000CK,57670420	,576704200000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Nieuwegrachtje 20-36 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Nieuwegrachtje 20-36 te Amsterdam,Jollemanhof,8,,1019GW,Amsterdam,"<b>...</b> Vereniging van Eigenaars Nieuwegrachtje 20-36 te Amsterdam. Postbus  2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. <b>...</b>  "
